,text,label,prompt_name,source,RDizzl3_seven
16749,"Based on what I have read o do not think self riving cars should be allowed. The law is right based on what they say these cars eventhough they have sensos to make the driver aware of situations in need of a human. The person in the car may become to focused on what they are doing and ignore the sensor. The idea of self driven cars is too risky. Even though they are going for safety a car cant drive like a human or have the response time of a human and even computers make mistakes.

Even in a simple GPS they tend to make mistakes often. So what happens if the cars GPS is off on its calculations and the car drives through a house. Will they blame that on the driver. I would hope not. It shouldnt be the drivers mistake if the car messes up. You cant always rely on computers.

So no I highly disagree with this. Computers arent perfect, and there are just some things only humans can do. Driving might just be one of those things. What these people are visualizing are just things they have seen on t. v that does not mean it will happen the same as it does on t. v.",0,Driverless cars,persuade_corpus,True
15048,"Dear Principal,

I think that you shouldn't make all students do community service. Because maybe some of us want to do other things. Or maybe some of us have to do other things like homework or baby sit. To me not all the time students are going to want to do community service. Because if it were me I wouldn't want to do community service myself either. I TRUELY know that helping the community is important. But don't you think that our own time is important too? I'm not trying to be selfish with my time. If you really do think about it then maybe you'll understand where I am coming from. I probably don't make any sense to you, but not all students might want to do it. From my opinion I do not think that you should make all students work on their community service. I agree with the students that help others, and tutor elementary students and also pick up litter. But I think I'm going to agree more with the other half of the students. Because to me it kind of does take a lot of time away from the things we do or the things we want to do. For one example: say like if you have a whole lot of homework to do and its due tomorrow. But you also have the community service. What are you going to do the community service that your principal requires for you to do or the homework that's mandatory? See not all the time were going to have our time to do the things we need to do. I say that what if you give us a vote in on it. And we'll give you (the principal) the results for what all of us students think is better for us. Because i know that even when we do the things we want to do or the things we need to do we can also help others at the same time like tutor the kids that need help in what were working on. Some students might want to agree with you and some might not want to. So yeah! That's my suggestion on what you should and shouldn't do. Please take the time to read over this letter and think about it. Thank you very much!

Sincerely,

Student      ",0,Community service,persuade_corpus,False
2361,"Manyresident of the community of suburban pioneer are going  to a place where many other never gone before and even give up thyeir own cars. The street parking,drive way,and even garage are forbiden in new district. In outskirt of freigburg,near the french and swiss borders. Vaubam is almost car free exect themain thoroughfare where i down town there owner a space for around 40,000 and even come with a house a 70% of family donot own their own car other wise a 57% dold their own car to live suburman community.

France has a problem with cars  the car where made to stay in a garage og a house until fuder notice but all owner were charge a 22 euro fine (31$) other wissw around 27 cars have to be impounded because of their reaction. Then around monday the smog had clrear out enough for some of the license plates where let ou also by tuesday.

In bogota colombia the spread other country millions of colobians hiked,bike skated or took buses to work  during  a car free day for people not had use there car to be motivated to do new thing by riding bike having fun and ecercise car starting to be banned only buses and taxi where in use they also banned car that way they reduce the amount of smug in the enviroment the people where charge a 25 dollar fee if they wouldnot obey the law of no cars. Rain started in bogota people couldnot participate in the event. Two other colombian cities started the events. This made big improvement its started in the 1990s. Many good things happened the uneven side walks were fix and many store and resturant the rate went up because receive more custormer in rush hour.

President Obama said ""ambitious goals to curb the United States greenhouse gas emissions"" people are buying fewer cars as the recent studies have shown fewer license were being out as each year goes by; population growth has increase by the years the number of mile driven by a person was around 9 miles per hour in 1995 the people couldnot really afford new cars and it will not help the uniploment rate. People think with changes stops car  commuting as a result of recession may find less reason to resume the habit. The internet helps people communicate without having to go out of their home to visit them. New York bike sharing program helps many people to share time as family. they have done a study young people drecease the driving. Ford motor made partner with the telecommunications industries the crated cities connected network to save time conserve reasources and lower emissions and improve safety for child,teen and mostly use adult.                    ",0,Car-free cities,persuade_corpus,True
15858,"Dear Principle,

I think that your idea for people who have at least a B average to be in activities is really not the greatest idea you could do for us. I will give three reasons for being against this idea.

I don't have a B average and am in band and I love it but if you take it away from me and my other band friends we will really be upset. I think that people should be in activities even if they don't have at least a B average. Everyone loves doing activities even if their grades are down, it makes school even more fun then it already is. If you take it away from us kids, we wont like school anymore.

People would go to school and look forward to the fun activities that are in place for them. I even know some people who are failing classes and do sports. I think you should do at least a C average or even a

D average for some students but don't ruin our school lives. When parents hear about this their children will be depressed and beg them to tell you to put activities back at school. Parents will help their child put their grade up but what happens if the student is struggling? Depression will hit them if that child does sports and doesn't get to play if they fail one single class.

Everyone doesn't like going to a boring school with no after school activities just because of their C average and all their other friends get all the fun. If you passed this I would get kicked out of band because of this. Don't so this to us students. Some of us are the best acting students and could be your best yet. You wouldn't be here without us. We don't deserve this at all. I hope you change your mind if you do pass this.

Your student,

STUDENT_NAME",0,Grades for extracurricular activities,persuade_corpus,False
6162,"You should join the Seagoing Cowboys program because you can be helpful and save lives. While you are helping to save lives you also can be having fun. You would be helping people because sometimes there are natural disasters like hurricanes, tornados, tsunamis, volcano eruptions, and many more. Also, you would be able to help people after wars ended. You can help people that have these problems by bringing them food, water, building materials, and other items that they need for daily living. Helping someone always feels fantastic beause you know that you did the right thing.

Being over sea for so long with other people would mean that you would most likely end up being friends. With everybody being friends you would be able to have so much fun. Being over sea with a bunch of friends means that you would be really entertained. This would be enteraining because you could keep yourselves entertained by playing table-tennis tournaments, fencing, boxing, reading, whittling, and games. All of these would pass time. Also, if you have never been on a boat before then you would be able to experience something new! You could argue that being oversea would be to dangerous but here's why your wrong, you would be on a boat that always has someone watching for danger so you would be safe.

Joining the Seagoing Cowboys program would also be very adventurious. You would get to see new places while doing something good for the world. Have you ever wanted to go across the Atlantic Ocean or the Pacific Ocean? If so then you would be able to take a boat across it if you participated in this. So, you should take part in the Seagoing Cowboys program.",0,"""A Cowboy Who Rode the Waves""",persuade_corpus,True
24714,"Generic_Name

March 13, 2020

English SOL

Generic_School #2 block

Do you need help when it comes too challenging sitituions and problems? Things aren't that easy in the world when sititutions you just don't know what to do, seeking or asking for someone advice is very help in a way. For example picking an new outfit for school you like two choices but don't know which one to pick because the two outfits are both cute so you ask one of your family members or ask a friends for their opinions on which outfit is the best looking.

There are problems in life where you just don't know what direction to go in. Asking a good amount of people for their advice or their options are good so you can see an other person point of view or perspective of what they seem is good or bad for the sitituions. Like looking for a car isn't that easy there are so many brands,colors and other feature on a car you might like and it might be more than one you like but just don't know what to choice.

Advice can be and good, helpful thing or bad, hurting thing some people are gonna give you good advice that can help you in a way and some people are gonna give you horrible advice that can hurt you in a way, say you are dealing with a sitituion with your boyfriend or girlfriend some people advice is gonna be that y'all should talk and work the problems out well on the other hand someone is gonna tell you that you don't need him or her or that person should apologize first when you were wrong and you might listen. It depends are what kind of sititution a person is in on what type of advice too give that person. However ther people advice might not sastifed you or help you so something you just might have to go with your own advice and opinions.             ",0,Seeking multiple opinions,persuade_corpus,False
6567,"Extracurricular is a right, a choice in what us students get to do or don't. Not a mandatory rule the school forces upon us. I believe that every student should not be forced to do a extracurricular activity.

I think students should get to choose if they do work sports or put effort into clubs. They shouldn't be forced around by rules to do things. I disagree on mandatory extracurricular activities.

Extracurricular actives are extra time added to the already long school day. Students work for a total of 6 hours and 40 minutes a day and the addition of the homework and projects with averages up to about 8 to 9 hours and day, we focus on school work. We don't need more time added to our already long and stressful day. Some students have a lot of other things going on in their personal lives outside of school. So forcing student to stay after to do dance, sports, clubs, art is a waste of time, materials, and money. Paying for the equipment to do sports, paying the teachers and janitors for staying after school hours, materials needed for the clubs. Making kids do extracurricular activities creates a ripple effect, affecting the the whole school, it being money or on people.

Another reason is that the school doesn't provide to the students in what they are interested in. So being forced into an club or group that you are not fond of, it will only discourage them and unmotivated the student not to try there best. If a student doesn't find the actives interesting and entertaining they wont care and they should get to decided if they get to put work and effort into a curtain activity. But having 1000 plus kids in about a few activities will make the some of the activities more crowed and more packed. And the teacher to kids ratio won't work out, 1 teacher with 50 kids. That sounds like a not of work for the teacher. But imagine the buses and the parents in the cars that came to pick the kids up. The bus is gonna be stuffed with kids and the kiss and ride line is gonna be extremely long. And picture the traffic in front of Generic_School, all of the cars and all of the buses trying to get to their locations.

In the end I believe extracurricular actives shouldn't be forced but more encourage. Schools should know that students are busy, that students are not interested in the same things, and to be aware of the ripple effect caused by making extracurricular activities mandatory.

But more importantly the student should be the ones who get a say in what they would like to do or not to do after school and be the ones who choose to stay for the actives. ",0,Mandatory extracurricular activities,persuade_corpus,False
8033,"I think we should visted other plantes. I feel like this because maybe it will just just other plantes but it might help the eath to. I think we will find things on other that will have the world shocked. I also do think it is worth going to venus to see whats over there are to try to get things back that they will be have something to bring to bring back home. Or also i feel like they should send people over there to see if there is life or others things that might live over there. So I think it is worth to pursiut going to venus even though it might be dangers but I think it will be better when you come back and come back and tell people about how venus is and also your name will last in history evn after you die your name will still be known as the first ever to went to venus. It will also help us on our back history like wars and thing like that. It also help us look back on old technology.

One reason why I feel like we it is worth going to venus is because we will be able to look back on our old technology. I feel like that will be grate because our world is becoming more about technology everyday so that will be able to help us out an lot. The text states""Another project is look back to an old technology called mechanical computers"" So go over ther and find this technology it will help us understnad more about back then. So all of the details we don know now we will know

Another reason why it is worth it is because we will have have good devices that whelped us back in our old wars witch means the device could help us win a big time war. The text states""these devices wewe first envisoned in the 1800s and palyed an important role in the 1940s during would war 2"" This is important because this mean during wa we will be able to go back and used the things we used to.

So these are the reason why i feel like it is worth going back to to venus. It will help us out now big time time even though it is old.            ",0,Exploring Venus,persuade_corpus,True
25718,"When having the chance of asking various amounts of people for advice instead of one person. People should take more than one persons advice to make the best choices in their everyday lives. This can help people in many ways by seeing other peoples perspectives on their choices,or problems they are having making that choice. If someone only ask one person for advice this can impact peoples decisions in a positive way,but also negative way. Seeking multiple opinions for advice can help someone make better choices,because getting someone elses point of view can help you make better decisions,and they can identify who has the best advice for their choices in life.

When people ask for advice,people usually ask more than of person,because some of their choices that they want advice on may be risky to make and others may be less of a risk to make. For example this spring break I am going to El Salvador but, I am going to miss about one week of school for,I have to ask my teachers for advice so I don't get behind on my school work or miss any test. This is to say asking multiple people for advice can be beneficial in peoples lives, so that they make the best choices to progress in their lives. Instead of just asking one person which may lead to making their worse choice. which is why asking multiple people for advice is always the best way to go.

Further more, when you ask multiple people for advice instead of just one person. You have a better perspective on what choices you should make,and which ones not to, but if you only pick one person to give you advice it can also be a disaster. For example,last summer my sister and I had a choice either we go to bush gardens or the beach with my aunt. I asked only my mom which one we should go to the beach or bush gardens she told us to chose which ever one we like best so we went to the beach, but since my aunt planed it last minute it turned into a disaster. Also if people only ask one person it may lead them to make the wrong choices like I did, because they are only getting one persons point of view on their choices that they are about to make,but you can always learn form your mistakes and avoid it next time. Thus this is why people should always ask for more than one persons advice to make their best decisions.

To conclude,when having multiple peoples advice people should pick which ever advice is the best,or combine all their point of views on that choice if they have ever experienced that same problem to make the best choice. You should always ask more than one person that you trust for advice because it makes your life more simple. Asking one person for advice can be great if they know how to give you advice,but it can also lead to down fall which is why most people choose to talk to more than one person for advice. So that they can come up with the best choice to make. People may have a difficult time on what advice they should take and which advice they should not take. I believe that people should go with the advice that sounds best to them and not to think about their choices constantly.     ",0,Seeking multiple opinions,persuade_corpus,False
22741,"I do not belive students would benefit from being able to attend classes from home. Society is constantly changing with technology, which is why its understanable for the masses to go the more efficent route, but being efficent does not outwiegh the numerous cons posed if one decides to choose online scholing. Attending classes from home can lead to health problems, lack of social interaction as well as not gaining the most in dept schooling due to the lack of personal interaction.

Online schooling can be linked to many health problems. Public schooling allows a student to keep a set scheduale of their day to day activites. It allows for a student to have a daily routine, with online schooling this routine is harmed. Most likely the student will lounge at home until an assigment is to be completed, there is nothing pushing the child to get up from their bed. Health risk become abdunt in this atmosphere. Diabites and heart failure are most present in todays society, the efficency allows for no hard work or strive. One becomes increesingly lazy as everything around them requires little effort. Humans genetic makeup forces them to look for the easiest possible route not the most beneficial route. Health problems are gonna constantly surrond a person if they make little effort to leave their house, you house is filled with indulgences ranging from youre bed to the food in you fridge, one must distance themselves from that. Online schooling requires much discipline, something most of society lacks.

Attending classes online limits the amount of social interaction one has with its enviorment. In school learning allows a student to interact with its classmates and fellow peers. Learning within an enviorment surrondeed by friends and classmates allows for one to learn about social cues and interactions, If one is stripped from this privledge they will lack the nesscary steps that will help them gain a better future. Social interaction is what builds a person, extroverted or introverted one needs to interact with its own species. Online schooling prevents this from happening, many introverted people will never be able to gain nesscary social skills if they are not pushed, In school learning allows for that push to occur. Attending online classes limits ones exposure to society. It allows for one to surrond themesleves in their own bubble, a bubble that they are not willing to leave. One has to face adversities within their enviorment to thrive later on, in school learning allows for that.

Online classes allow for a lack of personal interaction between students and teachers. One can not explain their thoughts via email or facetime, students need that face to face interaction to express their thoughts and concerns. Attending classes online leads to zero feedback from the teacher and the student. Schooling is extreamly surface level with this type of learning. An assigment is assigned and completed, their is no disscusion or questions, when one is in an in school enviorment he/she is pushed to ask about the assigmnet. Mearley posting ""any question or conerns please email me"" does not motivate a student to learn but insted motivates a student to get a good grade. As stated previously online schooling is extreamly shallow, its not about the learning its about the grades one will recive. This type of method of learning leads to failure in the encoding process, one does not properly retain the information but instead has a slight idea of it. Attending classes online leads to a lack of in dept schooling.

In conclusion, i do not belive students would benefit from attending classes online. Online schooling devlops bad habbits in ones psychology and creates a false narritive that the easist solution is the best solution. Attending classes from home will eventually lead to one gaining numerous health problems both mentally, physically and socialiy. Online schooling is an example of societies attempt to confrom the mases towards a technology drivien enviroment. One should stay clear of this and constanly work hard and achive the best education they can get. ",0,Distance learning,persuade_corpus,False
19200,"Dear state senator,

Electoral College shouldn't even be used anymore because it is widely regarded as an anachronism. In the Electoral College it's the electors who elect the president not the people. People should be able to vote for the president they want and not have electors elect the president. If the electors are electing the president they want then why even let the people vote only for them to be disappointed. Also when voting for a presidential candidate you're actually voting for a slate of electors. There are many reasons for retaining the Electoral College other then there lack of democratic pedigree.

A dispute over the outcome of an Electoral College vote wouldn't be the first since it has already happened in 2000. The reason is the the winning candidate's share of the Electoral College invariably exceeds his share of the popular vote. In 2012 election, Obama recieved 61.7 percent of the electoral vote compared to only 51.3 percent of the popular vote cast for him and Romney. Cause almost all states award electoral votes and a state creates a landslide electoral-vote victory in that state. A tie in the nationwide electoral vote is possible because the total number of votes-538- is an even number but this is highly unlikely.

Overall you will decide what is best for this state but just take in mind my idea how the Electoral doesn't benefit the people nor you.

Sincerly, a citizen who cares.                                             ",0,Does the electoral college work?,persuade_corpus,True
3154,"Summer break is the most anticipated time of year for students and teachers because it is a grace period that allows for relaxation and refreshment,of one's soul. The summer sees,the mental maturation of many students without the hindrance of a classroom,holding them back. The learning experience offered in a classroom setting is limited only to what the teacher and state permits. Students are not fully able to express their learning passions because they are forced to learn what the teacher permits. Whereas, during the summer students are free to conduct their own personal investigations on topics that peak their interest, resulting in a much maturer student by the time fall rolls around. To coincide with the theme of change and growth summer promotes, students should have the ability to choose their own projects, to further their educational experience and mental development, without the influence of a teacher.

The ability for students to choose their own summer projects would enhance their outlook on education,because they would study topics that interest them,and not teacher selected topics that would seem like a task. It is a scientifically proven fact that students retain knowledge that speaks to their own curiosities and that holds the most relevance to them. During the summer, many students travel to new places or try new things. For example, last summer I was blessed with the opportunity to travel to Japan with my friends and family. While I was there I tried new cuisines,participated in festivities and I was able to learn about their history. My time in Japan, sparked an interest that I never knew I had in Japanese Geisha. I spent hours upon hours researching everything I could on them. But, my research was limited because I had to complete an AP Human Geography summer assignment administered by my future teacher. My assignment was to write a paper and create a brochure about a country. I thought it would be a perfect opportunity to write all about my trip to Japan. That is until I realized the teacher had already selected countries based on our last names. I was stuck with Great Britain, a country I already had a lot of knowledge of from history class and videos. I like many students completed the assignment without gaining any new information because doing the project felt as if it were a chore. Though,I do still remember the information I learned from conducting my own research into Geisha. Many teachers would argue that a student designed summer project would lack information or seem to rushed. Which would not be the case at all. Many students would take their time in crafting a project that meets all standards and would probably write more than what is expected, due to the project peaking their interest. Teachers would in fact, see an increase of higher marks. However, if a teacher feels that the project is not up to standards they could always low score it and have the student try again. In allowing students to design their own project teachers will receive projects that exceed all requirements due to the students behind the projects being interested in what they were learning.

If students were able to create their own summer projects, the result would be a more creative,responsible and independent thinking person. Teacher designed projects allow no room for creativity nor responsibility because there are guidelines and an examples set in place by the teacher,students have to follow. Thus, resulting in one hundred or more projects that all sound the same and lack any indication of the student's voice. Teachers would argue that summer projects must be designed by them, so that all students are able to receive full credit. Which is great in theory,but not in the long run. It does not benefit the student to have a guideline or rubric, it only benefits the teacher because the projects would be easier to grade. In the future, once students start working, supervisors will not give them examples of how to properly execute a project. For example, my mother is a graphic designer who is required to come with new ideas for campaigns, brochures and websites. Her boss isn't giving her instructions on how to complete the tasks, at all. She must be responsible in using her mind to come up with creative new ideas that she thinks would satisfy her boss. However, at her old job all the graphic designers were given an example they had to follow. Which resulted in the closing of her old company because they only produced the same design. Luckily for mom, she was able to find another job fast because she was to create designs without assistance. The skills my mother used to think creatively and on her own, was taught in school. But, with teachers designing projects, students get used to a formula they have to follow and are not taking responsibility for their own thinking. Students creating their own summer projects would force students to take time and think of a project that they think would satisfy their teacher. It would stimulate new thoughts and force them to activate the create side of their brain that has not been used for a while,due to teachers constantly creating a rubric and examples for the student. The summer is a perfect opportunity for a student designed project because they would have time to develop their thoughts. Teachers shouldn't design summer projects because it aides in diminishing a student's ability to creatively solve projects.

Students should have the ability to create their own summer assignments because it would promote mental and educational growth that would otherwise be hindered in a classroom setting. Summer break allows students to embark on new experiences that can further expand their knowledge on topics that interest them. It would also allow more time for students to develop their ideas for the project. Which would strengthen their creativity and responsibility skills. Student designed projects would help grow character.                  ",0,Summer projects,persuade_corpus,False
25901,"Why people ask for advice they sometimes talk to more than one person. When they are asking more than one person for advice they are usually seeking for multiple opinions about your topic. Because gives people better ideas, asking more experienced people, or helps people feel more prepared.

Sometimes people ask for multiple people advice. Sometimes asking multiple people is better than asking one person how to do it. For example you have a essay on the 1960's, you have called your relatives that lived during that time period to help me with ideas and after me and my relatives discussed we changed our topic too something better. Well discussing with multiple about there ideas and opinions makes people change it to something even better.

Asking experienced people who has been there done that rather than someone who inexperienced. Someone who is experienced is someone who has been at that point and has accomplished it.

Asking advice too some one who is inexperienced and doesnt know as much is like this time when I was playing basketball tournament, I asked my dad for advice on how to score on this team his advice didnt work, then asked my coach who played the same position as me in high school and his scheme worked perfectly.

Most of the time asking someone who is more expireneced tells you what a better decision there is.

Finally by asking for multiple people opinions you feel prepared and ready. When you are asking for multiple people advice it feels like you are ready and when just asking one person you feel iffy about it and you dont want to do it. One time I did a public speaking at my school, it felt like I was going to fail this but lucky enough that my friends have already done it and gave me advice at being up at the podium and I did fine. Sometimes by just asking your friends for advice can make you feel prepared and ready to go.

In conclusion asking for advice from someone who is experienced rather than someone who doesnt know as much as them in a certain topic, asking advice from more people gives you ideas or more opinions, and asking more people about there topic makes them feel prepared. Someone that ask for multiple opinions/advice can help someone make better choices.",0,Seeking multiple opinions,persuade_corpus,False
25310,"When people ask for advice , they sometimes talk to more than one person. Have you ever wounder why that is the case?, if you are a person who does not take advice from another individual , then you could use this skill, taking advice from another person can help you make better life choices, it will make you understand things more clearly and faster, and learn from them. Multiple opinions really is a foundation to a job like a mayor of a city, it is vital to take advice from the community in order to address problems and concerns. If it was just a city with no voice in the community then the city would fall into a bad place which no one wants to be in and the key advice is to receive it.

In the world we live in, we make a lot of important choices in life, some are big and some are small, but they effect our future and success. Next, advice from others can make you more wiser when you make your own choices, if

Abraham

Lincoln never saw how African Americans were treated for there skin color he would have never signed the documents for slavery to be band. if he never got advice he mostly likely would have never Andres the problems with having that toxic racism. If it wasnt for him, it would still be here today thanks to out 16th President, which boils down to good thinking and advice. At some point in our lives I know we got advice from someone we look up too,also what ever the advice they gave you, is an add on to bigger things, for example if a parent or guardian gives you some advice to never quit on things or problems that are hard and difficult for you, with just that you will Carey that for the rest of your life. Which eventually make you more wiser and resistant to challenges and in life. You will have a mindset that will help you be more successful and a hard worker. When you are at that point you will know what is right and wrong, from advice from your remodel, father, and mother. Multiple opinions is like trying different types of food from different chefs and if you just try it, you will see something you might like, if you never try something you will never see a different possibility taking advice is just like that. Only instead its intellects make the right choice to help you.

In Conclusion, advice is there to help you, opinions are there to guide you to something that gives you smarts to making the right choices in the world we live in live, sure not all opinions hear might not be in your favor. But just hear them out and be the best you that you want to be shaped in, advice will make yo wiser and more aware of scenarios. ",0,Seeking multiple opinions,persuade_corpus,False
145,"Eyes on the Road

The creation of smartphones and other communication devices has greatly shaped the human world of innovation; just as the creation of automobiles shaped the transportation community. However, when those two creations cross, disaster is expected. Thousands of car crashes occur a year in the United States alone due to distracted driving due to phones and other communication devices. Driving with phones increases the risk of distraction on the road and endanger surrounding drivers.

Distractions are inevitable when on the road. However, if it can be prevented, it should. There has been about 400 fatalities alone in Georgia due to distracted drivers. Car accidents are extremely preventable when the source of the accident is phone usage.

Of course there are a set of laws in place to find a way to still talk to a person on the phone with hands-free devices but the driver's focus is still limited. The hands-free merchandise and laws are primarily meant for GPS'; in which the usage of phones while driving is permitted. However, that is the only reason a person should be using their electronic devices while operating an automobile. Any other circumstance endangers the distracted driver and the people around him or her.

In this day and age of technology and innovation, a text message or phone call can wait when the lives of thousands are on the line. It is hard enough driving from one place to another worried about getting into an accident, the stakes are higher when drivers are distracted with their cellular devices. It is time to eliminate the usage of phones while driving in order to save thousands of lives.          ",0,Phones and driving,persuade_corpus,False
21609,"For me the best Policy is the first one because they will have it off during classes. Besides there is nothing wrong with calling or texting your friends. I mean what if there is an emergency and you have to use your cell phone to tell you friends that emergency. For example if you and your friends had the some classes but you have it before your friends and there is a pop quiz, you are able to tell your friends during you are walking to you next class.

Sure there might have their cell phones out during class time, then and only then the teacher may take up the cell phones and give it after class. But it will not be far to the students if a teacher takes up their cell phones on the students free time or lunch period, otherwise the teachers will be the one that will be breaking the rules or the policy. If the cell phone is the cause of their tardy then the teacher can take up the cell phone.

That is some that should happened if cell phones are allowed, and that is why the cell phones should be allowed",0,Cell phones at school,persuade_corpus,False
21203,"I think we should be able to have cell phones on during class (Policy 1) . It's free time. It won't change our education. We could text our friends and ask them if we have any homework in the next class. If we forgot to do some of our homework, we can ask them if we check it today so we don't get detention. You wouldn't be able to ask your friends the answers to a test or the homework or anything like that.

If there would be a family emergency, we wouldn't be able to know about it. If we had our phone on, they could call us and we would know about it. We then wouldn't be left out. If a family member was about to pass away, we could talk to them for the last time instead of rushing to the hospital before it's to late.

If there was a gunman in the school, we could just reach in our pocket and tell the police where were at instead of having the phone in our locker and risking our life to get it.

Having the phone with you and on could save your life one day.

It could come to a simple thing such as missing the bus in the winter. Then you couldn't call your Mom to come and pick you up. You would need to walk home in the freezing cold. If you live far away from school, you would need to walk all the way home and risk being hit by a car if you have to cross a highway. Then you got your parents worried where you are and if your ok.

If we forgot our school project at home, we could call our parents to bring it to school so we don't fail the grade and miss the Honor Roll. Then we wouldn't have a failing grade for ourselves and if we have a partner. Your phone could help you both pass.

STUDENT_NAME   ",0,Cell phones at school,persuade_corpus,False
23176,"Schools are offering distant learning for students to attend classes off campus. Many students are saying this is great and they are taking the offer to continue and better their education. On the other hand, some say that this is not the best idea for schooling. Schools want to give students an opportunity to better their learning and stay connected with education. Online classes would help tons of students move closer to graduation and a better future.

Most of the people failing classes or didn't graduate the first time around have things they have to do outside of school to help support their families. A big example of this is working. They have to work to make money for their families but without all of the education they need, they can't work for a better paying job. Therefore, lots of people are working multiple jobs to support families; this is leaving them no time to spend six to eight hours of the day in a building. Another example is that nowadays many teens are having to stay home to watch their own child or watching a family member because of finances in their home. Although being home may help out with home situations, students grades are dropping due to the amount of absent days in classes. Online classes and video conferencing would benefit these students by allowing them to take classes at night and/or multitask during the day.

Another case where distant learning may come in use is for students very involved in sports. Doing a sport can be a big responsibility. Sports are very time consuming, although some athletes make it look easy, there is a lot that goes into playing. Many levels of sports may require leaving the state or country for days, sometimes even weeks. While playing a sport it is easy to be injured or become sick. Furthermore, students are loosing class time and unable to make up for missed days in little time. Distant learning would be beneficial for those who travel so they can take their school work along and manage their free time. Online classes also help when they are sick or injured to give them time to rest and heal and still not miss out on continuing to learning.

In conclusion, yes distant learning as an option to students is very beneficial. Allowing students to attend class from home or while traveling could get more and more people willing to go further in learning.",0,Distance learning,persuade_corpus,False
25475,"Asking people for advice is a great way to make a easier problem solving.

When you go ask a person for advice your slowly taking weight of your shoulders. Even if dont think you are. Taking weight of your shoulder's is just a metaphor we use in the English vocabulary (your not actually taking a weights off your shoulder).

Not only are you taking weight of your shoulder but you're also reliving stress. You also stop getting worried about the problem.

Another important thing about asking people for advice is ask those you trust.

What i mean by

""ask the people you trust

''. Is because if you ask a class mate they could give you really bad advice. Or worse they can expose your secrete to the whole class. That's why you should always ask a person you trust the most and someone you can relay on. Also make sure you can ask a pretty serious person you don't want to ask your class clown.

Asking people for advice when your having a problem is a easy way to try and solve that problem. Here's the thing your problem could be solved in a way much easier way if you ask a person for advice. Not only will it help you and your problem but your mental health as well. What i mean by mental help is your anxiety could go down a lot not only your anxiety but your stress. It is a very important thing to do when you believe you can't solve the problem. To ask a person or adult you trust and that you think could keep a secrete for advice.

Asking people for advice is a very easy way to solve a problem. But here's the thing not all advice's are smart or problem solving. This also follows to the trusting category from earlier. Trust is the main thing when asking a person for a advice. You trust the person you asked for advice not to tell any other person. Or not to give you a really immature advice. My advice is to ask an adult your really can trust or you can relay on. Chances are that they will give you a good fair amount of advice. You dont have to ask a adult if you don't feel well around that adult/person.

This is why asking for advice could help you solve your problem in a smart, and safe way. And make sure to ask those you really trust.    ",0,Seeking multiple opinions,persuade_corpus,False
20625,"With the years, we have changing many things in our society. Since technology, by making new electronic devices, to things in our government, by making new laws and new things to help people in all the country. But, does that mean that we have to change the Electoral College to election by popular vote for the presindet of the United States? In my point of view, the Electoral College is a traditional way to vote the President by the Congress and by qualified citizens that our founding fathers established in our Constitution. And there are many evidence to support that keeping the Electoral College is beneficial to our country.

According to the text ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner, A dispute over the outcome of an Electoral College is possible, and it happened in 2000, but it's less likely than a dispute over the popular vote. For example, in 2012, Obama received 61.7% of the electoral vote compared to only 51.3% of Romney. Almost all states award electoral votes on a winner-take-all basis, even a very slight plurality in a state creates a landsalide electoral vote vistory in that satate. This demostrates, how people accept the fact that they are voting the electors and then for the President and Vice president. This help people by making easily the hour of vote for a candidate.

However, as we can se in the texts above, not everybody things like this. For example, in the text ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer, the author says that according to a Gallup poll in 2000, taken shortly after Al Gore won the popular vote but lost the presidency, over 60% of voters would prefer a direct election to the kind we have now. But, each party selects a slate of electors trusted to vote for the party's nominee, it is entirely possible that the winner of the electoral vote will not win the national popular vote. Yet that has happened very rarely. (Posner, paragraph #16).

Another evidence from the text ""In Defense of the Electoral College: Five reasons to keep our despised mothod of choosing the President"" by Richard A. Posner,  is when he says ""The Electoral College requires a presidential candidate to have trans-regional appeal"" (Posner, paragraph #19). That means that No region has enough electoral votes to elect a president. So a solid regional favorite has no incentive to campaign heavely in those states, for he gains no electoral votes by increasing huis plurality in states that he knows he will win. ""The residents of the other regions are likely to feel disenfranchised..."" That highlights how the Electoral College is trying to helping people vote their candidates and feel safe and comfortables with them.

To conclude, despite the fact many people say that the Electoral College is widely regarded as an anachronism and a non-democratic method of selecting  a president, the Electoral College is a traditional way to vote the President by the Congress and by qualified citizens that our founding fathers established in our Constitution that helps our community to help people with thir desicions and make our life more comfortable and easy.    ",0,Does the electoral college work?,persuade_corpus,True
